year,province,municipality,name,production [t],harvested area [ha],yield [kg/ha]
2016,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,28220,14110,2000
2017,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,43078,12308,3500
2018,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,47250,13500,3500
2019,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,20831,11573,1800
2020,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,36607,15253,2400
2021,buenos aires,coronel de marina l rosales,buenos aires coronel de marina l rosales,33105,16418,2016
1969,buenos aires,coronel dorrego,buenos aires coronel dorrego,235625,151700,1553
1970,buenos aires,coronel dorrego,buenos aires coronel dorrego,168000,168000,1000
1971,buenos aires,coronel dorrego,buenos aires coronel dorrego,133600,167000,800
1972,buenos aires,coronel dorrego,buenos aires coronel dorrego,279000,172500,1617
1973,buenos aires,coronel dorrego,buenos aires coronel dorrego,206000,154800,1331
1974,buenos aires,coronel dorrego,buenos aires coronel dorrego,160900,168500,955
1975,buenos aires,coronel dorrego,buenos aires coronel dorrego,173000,173000,1000
1976,buenos aires,coronel dorrego,buenos aires coronel dorrego,373660,219600,1702
1977,buenos aires,coronel dorrego,buenos aires coronel dorrego,151000,125800,1200
1978,buenos aires,coronel dorrego,buenos aires coronel dorrego,264560,172000,1538
1979,buenos aires,coronel dorrego,buenos aires coronel dorrego,280100,199000,1408
1980,buenos aires,coronel dorrego,buenos aires coronel dorrego,277200,162000,1711
1981,buenos aires,coronel dorrego,buenos aires coronel dorrego,86000,160000,538
1982,buenos aires,coronel dorrego,buenos aires coronel dorrego,400000,220600,1813
1983,buenos aires,coronel dorrego,buenos aires coronel dorrego,363000,232000,1565
1984,buenos aires,coronel dorrego,buenos aires coronel dorrego,420210,210000,2001
1985,buenos aires,coronel dorrego,buenos aires coronel dorrego,240000,166000,1446
1986,buenos aires,coronel dorrego,buenos aires coronel dorrego,277600,164300,1690
1987,buenos aires,coronel dorrego,buenos aires coronel dorrego,250000,164000,1524
1988,buenos aires,coronel dorrego,buenos aires coronel dorrego,154000,140000,1100
1989,buenos aires,coronel dorrego,buenos aires coronel dorrego,291600,162000,1800
1990,buenos aires,coronel dorrego,buenos aires coronel dorrego,261400,163400,1600
1991,buenos aires,coronel dorrego,buenos aires coronel dorrego,325200,153000,2125
1992,buenos aires,coronel dorrego,buenos aires coronel dorrego,357600,149000,2400
1993,buenos aires,coronel dorrego,buenos aires coronel dorrego,321900,154000,2090
1994,buenos aires,coronel dorrego,buenos aires coronel dorrego,385800,173300,2226
1995,buenos aires,coronel dorrego,buenos aires coronel dorrego,259200,188500,1375
1996,buenos aires,coronel dorrego,buenos aires coronel dorrego,526350,245500,2144
1997,buenos aires,coronel dorrego,buenos aires coronel dorrego,521700,195200,2673
1998,buenos aires,coronel dorrego,buenos aires coronel dorrego,382000,202000,1891
1999,buenos aires,coronel dorrego,buenos aires coronel dorrego,406000,232000,1750
2000,buenos aires,coronel dorrego,buenos aires coronel dorrego,586000,255100,2297
2001,buenos aires,coronel dorrego,buenos aires coronel dorrego,545000,245500,2220
2002,buenos aires,coronel dorrego,buenos aires coronel dorrego,442850,223000,1986
2003,buenos aires,coronel dorrego,buenos aires coronel dorrego,678000,226000,3000
2004,buenos aires,coronel dorrego,buenos aires coronel dorrego,622440,252000,2470
2005,buenos aires,coronel dorrego,buenos aires coronel dorrego,381125,224191,1700
2006,buenos aires,coronel dorrego,buenos aires coronel dorrego,419980,191690,2191
2007,buenos aires,coronel dorrego,buenos aires coronel dorrego,543590,194996,2788
2008,buenos aires,coronel dorrego,buenos aires coronel dorrego,233211,160820,1450
2009,buenos aires,coronel dorrego,buenos aires coronel dorrego,193880,135460,1431
2010,buenos aires,coronel dorrego,buenos aires coronel dorrego,268370,92200,2911
2011,buenos aires,coronel dorrego,buenos aires coronel dorrego,275000,85000,3235
2012,buenos aires,coronel dorrego,buenos aires coronel dorrego,108790,40700,2673
2013,buenos aires,coronel dorrego,buenos aires coronel dorrego,351420,113100,3107
2014,buenos aires,coronel dorrego,buenos aires coronel dorrego,283160,109950,2575
2015,buenos aires,coronel dorrego,buenos aires coronel dorrego,231165,64070,3608
2016,buenos aires,coronel dorrego,buenos aires coronel dorrego,173075,75250,2300
2017,buenos aires,coronel dorrego,buenos aires coronel dorrego,385506,116820,3300
2018,buenos aires,coronel dorrego,buenos aires coronel dorrego,338891,81255,4171
2019,buenos aires,coronel dorrego,buenos aires coronel dorrego,346600,123000,2818
2020,buenos aires,coronel dorrego,buenos aires coronel dorrego,625960,150800,4151
2021,buenos aires,coronel dorrego,buenos aires coronel dorrego,288724,101509,2844
1969,buenos aires,coronel pringles,buenos aires coronel pringles,228582,132500,1725
1970,buenos aires,coronel pringles,buenos aires coronel pringles,127000,129000,985
1971,buenos aires,coronel pringles,buenos aires coronel pringles,100400,118500,847
1972,buenos aires,coronel pringles,buenos aires coronel pringles,189000,104000,1817
1973,buenos aires,coronel pringles,buenos aires coronel pringles,176500,92900,1900
1974,buenos aires,coronel pringles,buenos aires coronel pringles,92200,96700,953
1975,buenos aires,coronel pringles,buenos aires coronel pringles,106700,97000,1100
1976,buenos aires,coronel pringles,buenos aires coronel pringles,202320,112400,1800
1977,buenos aires,coronel pringles,buenos aires coronel pringles,116000,77200,1503
1978,buenos aires,coronel pringles,buenos aires coronel pringles,186000,115000,1617
1979,buenos aires,coronel pringles,buenos aires coronel pringles,163500,109000,1500
1980,buenos aires,coronel pringles,buenos aires coronel pringles,142600,84000,1698
1981,buenos aires,coronel pringles,buenos aires coronel pringles,90000,105000,857
1982,buenos aires,coronel pringles,buenos aires coronel pringles,254000,115100,2207
1983,buenos aires,coronel pringles,buenos aires coronel pringles,270500,142500,1898
1984,buenos aires,coronel pringles,buenos aires coronel pringles,280000,115000,2435
1985,buenos aires,coronel pringles,buenos aires coronel pringles,168000,110000,1527
1986,buenos aires,coronel pringles,buenos aires coronel pringles,181500,98600,1841
1987,buenos aires,coronel pringles,buenos aires coronel pringles,151000,98000,1541
1988,buenos aires,coronel pringles,buenos aires coronel pringles,96000,80000,1200
1989,buenos aires,coronel pringles,buenos aires coronel pringles,276000,120000,2300
1990,buenos aires,coronel pringles,buenos aires coronel pringles,116900,77900,1501
1991,buenos aires,coronel pringles,buenos aires coronel pringles,147000,70000,2100
1992,buenos aires,coronel pringles,buenos aires coronel pringles,163300,68200,2394
1993,buenos aires,coronel pringles,buenos aires coronel pringles,155200,67500,2299
1994,buenos aires,coronel pringles,buenos aires coronel pringles,182600,75800,2409
1995,buenos aires,coronel pringles,buenos aires coronel pringles,117700,81000,1453
1996,buenos aires,coronel pringles,buenos aires coronel pringles,239630,106600,2248
1997,buenos aires,coronel pringles,buenos aires coronel pringles,267400,94000,2845
1998,buenos aires,coronel pringles,buenos aires coronel pringles,210000,108700,1932
1999,buenos aires,coronel pringles,buenos aires coronel pringles,202500,118000,1716
2000,buenos aires,coronel pringles,buenos aires coronel pringles,310000,129600,2392
2001,buenos aires,coronel pringles,buenos aires coronel pringles,305000,125500,2430
2002,buenos aires,coronel pringles,buenos aires coronel pringles,209081,115000,1818
2003,buenos aires,coronel pringles,buenos aires coronel pringles,255360,115600,2209
2004,buenos aires,coronel pringles,buenos aires coronel pringles,304640,119000,2560
2005,buenos aires,coronel pringles,buenos aires coronel pringles,114850,103576,1109
2006,buenos aires,coronel pringles,buenos aires coronel pringles,198130,99780,1986
2007,buenos aires,coronel pringles,buenos aires coronel pringles,215080,103200,2084
2008,buenos aires,coronel pringles,buenos aires coronel pringles,107932,96380,1120
2009,buenos aires,coronel pringles,buenos aires coronel pringles,85869,83930,1023
2010,buenos aires,coronel pringles,buenos aires coronel pringles,327623,98500,3326
2011,buenos aires,coronel pringles,buenos aires coronel pringles,279900,83500,3352
2012,buenos aires,coronel pringles,buenos aires coronel pringles,113720,40600,2801
2013,buenos aires,coronel pringles,buenos aires coronel pringles,220572,71120,3101
2014,buenos aires,coronel pringles,buenos aires coronel pringles,222150,81800,2716
2015,buenos aires,coronel pringles,buenos aires coronel pringles,163440,41660,3923
2016,buenos aires,coronel pringles,buenos aires coronel pringles,148258,64460,2300
2017,buenos aires,coronel pringles,buenos aires coronel pringles,203148,61560,3300
2018,buenos aires,coronel pringles,buenos aires coronel pringles,260463,62315,4180
2019,buenos aires,coronel pringles,buenos aires coronel pringles,245250,73500,3337
2020,buenos aires,coronel pringles,buenos aires coronel pringles,312600,73000,4282
2021,buenos aires,coronel pringles,buenos aires coronel pringles,254867,74673,3413
1969,buenos aires,coronel suarez,buenos aires coronel suarez,288000,150000,1920
1970,buenos aires,coronel suarez,buenos aires coronel suarez,138000,128000,1078
1971,buenos aires,coronel suarez,buenos aires coronel suarez,162400,116000,1400
1972,buenos aires,coronel suarez,buenos aires coronel suarez,309500,130000,2381
1973,buenos aires,coronel suarez,buenos aires coronel suarez,209000,95000,2200
1974,buenos aires,coronel suarez,buenos aires coronel suarez,160000,114000,1404
1975,buenos aires,coronel suarez,buenos aires coronel suarez,163800,117000,1400
1976,buenos aires,coronel suarez,buenos aires coronel suarez,239900,127000,1889
1977,buenos aires,coronel suarez,buenos aires coronel suarez,117200,79300,1478
1978,buenos aires,coronel suarez,buenos aires coronel suarez,192000,100800,1905
1979,buenos aires,coronel suarez,buenos aires coronel suarez,218000,109000,2000
1980,buenos aires,coronel suarez,buenos aires coronel suarez,180000,124000,1452
1981,buenos aires,coronel suarez,buenos aires coronel suarez,182000,130000,1400
1982,buenos aires,coronel suarez,buenos aires coronel suarez,290000,125200,2316
1983,buenos aires,coronel suarez,buenos aires coronel suarez,240000,120000,2000
1984,buenos aires,coronel suarez,buenos aires coronel suarez,420000,140000,3000
1985,buenos aires,coronel suarez,buenos aires coronel suarez,200000,130000,1538
1986,buenos aires,coronel suarez,buenos aires coronel suarez,255800,120000,2132
1987,buenos aires,coronel suarez,buenos aires coronel suarez,222000,100000,2220
1988,buenos aires,coronel suarez,buenos aires coronel suarez,160000,100000,1600
1989,buenos aires,coronel suarez,buenos aires coronel suarez,280000,115000,2435
1990,buenos aires,coronel suarez,buenos aires coronel suarez,330000,139000,2374
1991,buenos aires,coronel suarez,buenos aires coronel suarez,264000,110000,2400
1992,buenos aires,coronel suarez,buenos aires coronel suarez,210400,100200,2100
1993,buenos aires,coronel suarez,buenos aires coronel suarez,282500,115300,2450
1994,buenos aires,coronel suarez,buenos aires coronel suarez,275660,125300,2200
1995,buenos aires,coronel suarez,buenos aires coronel suarez,160260,100200,1599
1996,buenos aires,coronel suarez,buenos aires coronel suarez,351400,143400,2450
1997,buenos aires,coronel suarez,buenos aires coronel suarez,372000,124000,3000
1998,buenos aires,coronel suarez,buenos aires coronel suarez,280000,118500,2363
1999,buenos aires,coronel suarez,buenos aires coronel suarez,185000,114000,1623
2000,buenos aires,coronel suarez,buenos aires coronel suarez,331000,118000,2805
2001,buenos aires,coronel suarez,buenos aires coronel suarez,345000,131900,2616
2002,buenos aires,coronel suarez,buenos aires coronel suarez,304500,129400,2353
2003,buenos aires,coronel suarez,buenos aires coronel suarez,292600,133000,2200
2004,buenos aires,coronel suarez,buenos aires coronel suarez,345800,133000,2600
2005,buenos aires,coronel suarez,buenos aires coronel suarez,203400,113000,1800
2006,buenos aires,coronel suarez,buenos aires coronel suarez,225000,102500,2195
2007,buenos aires,coronel suarez,buenos aires coronel suarez,193830,92300,2100
2008,buenos aires,coronel suarez,buenos aires coronel suarez,195000,97500,2000
2009,buenos aires,coronel suarez,buenos aires coronel suarez,90826,52900,1717
2010,buenos aires,coronel suarez,buenos aires coronel suarez,428595,115400,3714
2011,buenos aires,coronel suarez,buenos aires coronel suarez,309400,97000,3190
2012,buenos aires,coronel suarez,buenos aires coronel suarez,278600,69900,3986
2013,buenos aires,coronel suarez,buenos aires coronel suarez,262400,82000,3200
2014,buenos aires,coronel suarez,buenos aires coronel suarez,381400,127000,3003
2015,buenos aires,coronel suarez,buenos aires coronel suarez,288112,90035,3200
2016,buenos aires,coronel suarez,buenos aires coronel suarez,306095,105550,2900
2017,buenos aires,coronel suarez,buenos aires coronel suarez,342400,107000,3200
2018,buenos aires,coronel suarez,buenos aires coronel suarez,292620,97540,3000
2019,buenos aires,coronel suarez,buenos aires coronel suarez,166400,88000,1891
2020,buenos aires,coronel suarez,buenos aires coronel suarez,275000,110000,2500
2021,buenos aires,coronel suarez,buenos aires coronel suarez,235542,108148,2178
1969,buenos aires,daireaux,buenos aires daireaux,50400,36000,1400
1970,buenos aires,daireaux,buenos aires daireaux,26000,28700,906
1971,buenos aires,daireaux,buenos aires daireaux,36800,32000,1150
1972,buenos aires,daireaux,buenos aires daireaux,63000,35000,1800
1973,buenos aires,daireaux,buenos aires daireaux,50600,28000,1807
1974,buenos aires,daireaux,buenos aires daireaux,43200,27000,1600
1975,buenos aires,daireaux,buenos aires daireaux,62900,37000,1700
1976,buenos aires,daireaux,buenos aires daireaux,78700,44000,1789
1977,buenos aires,daireaux,buenos aires daireaux,31400,26100,1203
1978,buenos aires,daireaux,buenos aires daireaux,59400,33000,1800
1979,buenos aires,daireaux,buenos aires daireaux,65300,37300,1751
1980,buenos aires,daireaux,buenos aires daireaux,42000,46500,903
1981,buenos aires,daireaux,buenos aires daireaux,113000,65000,1738
1982,buenos aires,daireaux,buenos aires daireaux,120000,48000,2500
1983,buenos aires,daireaux,buenos aires daireaux,79200,36000,2200
1984,buenos aires,daireaux,buenos aires daireaux,60000,25000,2400
1985,buenos aires,daireaux,buenos aires daireaux,39200,28000,1400
1986,buenos aires,daireaux,buenos aires daireaux,28200,16800,1679
1987,buenos aires,daireaux,buenos aires daireaux,13900,10200,1363
1988,buenos aires,daireaux,buenos aires daireaux,56000,26700,2097
1989,buenos aires,daireaux,buenos aires daireaux,105600,44000,2400
1990,buenos aires,daireaux,buenos aires daireaux,115000,50000,2300
1991,buenos aires,daireaux,buenos aires daireaux,77000,35000,2200
1992,buenos aires,daireaux,buenos aires daireaux,29500,13400,2201
1993,buenos aires,daireaux,buenos aires daireaux,36400,14000,2600
1994,buenos aires,daireaux,buenos aires daireaux,54000,20000,2700
1995,buenos aires,daireaux,buenos aires daireaux,60400,34500,1751
1996,buenos aires,daireaux,buenos aires daireaux,156800,57000,2751
1997,buenos aires,daireaux,buenos aires daireaux,107100,31500,3400
1998,buenos aires,daireaux,buenos aires daireaux,27000,9500,2842
1999,buenos aires,daireaux,buenos aires daireaux,103000,46000,2239
2000,buenos aires,daireaux,buenos aires daireaux,61500,20500,3000
2001,buenos aires,daireaux,buenos aires daireaux,94500,35000,2700
2002,buenos aires,daireaux,buenos aires daireaux,66000,30000,2200
2003,buenos aires,daireaux,buenos aires daireaux,94250,32500,2900
2004,buenos aires,daireaux,buenos aires daireaux,82500,25000,3300
2005,buenos aires,daireaux,buenos aires daireaux,95000,25000,3800
2006,buenos aires,daireaux,buenos aires daireaux,66000,16500,4000
2007,buenos aires,daireaux,buenos aires daireaux,41160,14700,2800
2008,buenos aires,daireaux,buenos aires daireaux,39680,12800,3100
2009,buenos aires,daireaux,buenos aires daireaux,32529,11240,2894
2010,buenos aires,daireaux,buenos aires daireaux,39243,10000,3924
